,Year,STD Cases,Population,STD Cases Mean,Population Percent Change,STD Cases Percent Change,Rate per 100k
219,2006,6451.0,1285498.0,5624.0,0.8080339148396343,-1.1189454322501513,501.8288632109891
220,2007,6327.0,1283388.0,5624.0,-0.16413872289182674,-1.9221826073477,492.9919868348465
221,2008,6621.0,1288198.0,5624.0,0.3747892297574884,4.646752015173061,513.9737835332768
222,2009,6690.0,1295178.0,5624.0,0.5418421702253928,1.0421386497508012,516.531318475144
223,2010,6809.0,1360301.0,5624.0,5.028111966077242,1.7787742899850523,500.5509809961178
224,2011,6700.0,1374810.0,5624.0,1.066602171137121,-1.600822440887062,487.34006880950824
225,2012,7178.0,1392313.0,5624.0,1.2731213767720684,7.134328358208952,515.5449959886894
226,2013,7404.0,1404054.0,5624.0,0.843273028406677,3.148509334076355,527.3301454217573
227,2014,7507.0,1404054.0,5624.0,0.0,1.3911399243652145,534.6660456079325
228,1996,1607.0,1203083.0,3365.157894736842,-14.313623265202047,-78.59331290795257,133.5734940980797
229,1997,1836.0,1228520.0,3365.157894736842,2.1143179647622024,14.250155569383939,149.44811643278092
230,1998,2201.0,1252330.0,3365.157894736842,1.9381043857649827,19.880174291939,175.75239753100223
231,1999,1867.0,1275674.0,3365.157894736842,1.864045419338356,-15.17492049068605,146.35400580399067
232,2000,2006.0,1299721.0,3365.157894736842,1.8850427303527484,7.445099089448304,154.3408162213275
233,2001,2100.0,1320585.0,3365.157894736842,1.6052675920447568,4.685942173479551,159.02043412578516
234,2002,2605.0,1341131.0,3365.157894736842,1.5558256378801927,24.04761904761905,194.2390415253991
235,2003,2449.0,1366332.0,3365.157894736842,1.879085637420963,-5.988483685220725,179.23901365114776
236,2004,2911.0,1393262.0,3365.157894736842,1.9709704522766103,18.86484279297673,208.93414160437877
237,2005,2938.0,1429096.0,3365.157894736842,2.5719498558060216,0.9275163174166989,205.58450936815998
238,2006,3554.0,1466465.0,3365.157894736842,2.614869819802168,20.966643975493525,242.35150515013999
239,2007,3992.0,1499402.0,3365.157894736842,2.246013372293243,12.324141812042777,266.2394741370226
240,2008,4388.0,1523816.0,3365.157894736842,1.6282491286526257,9.919839679358722,287.9612761645763
241,2009,3955.0,1545801.0,3365.157894736842,1.44275949327215,-9.86782133090246,255.8544081676749
242,2010,4361.0,1567582.0,3365.157894736842,1.4090429492541467,10.26548672566372,278.1991627870185
243,2011,4874.0,1584985.0,3365.157894736842,1.1101811579872667,11.763357028204545,307.5107966321448
244,2012,4743.0,1595728.0,3365.157894736842,0.6777982126013882,-2.6877308165777603,297.23110705583906
245,2013,5654.0,1612136.0,3365.157894736842,1.028245415258744,19.207252793590545,350.71482802939704
246,2014,5897.0,1612136.0,3365.157894736842,0.0,4.297842235585425,365.78799803490523
247,1996,45737.0,12101997.0,70755.36842105263,650.6808978895081,675.5977615736815,377.92936157561434
248,1997,49143.0,12185715.0,70755.36842105263,0.6917701268641885,7.446924809235411,403.28368093296126
249,1998,48522.0,12271847.0,70755.36842105263,0.7068276256255723,-1.2636591172700107,395.3928043594416
250,1999,60967.0,12359020.0,70755.36842105263,0.710349468991911,25.648159597708254,493.29963055323157
251,2000,65574.0,12440846.0,70755.36842105263,0.6620751483531917,7.556546984434198,527.0863412343501
252,2001,68150.0,12520227.0,70755.36842105263,0.6380675397798408,3.9283862506481304,544.3192044361496
253,2002,72606.0,12600620.0,70755.36842105263,0.6421049714194549,6.538517975055025,576.2097420603113
254,2003,70485.0,12653544.0,70755.36842105263,0.4200110788199263,-2.921246178001813,557.0376172872991
255,2004,68168.0,12713634.0,70755.36842105263,0.4748867194834805,-3.287224232106123,536.1802927471406
256,2005,71103.0,12763371.0,70755.36842105263,0.39120994044661295,4.30553925595587,557.0863684836867
257,2006,74203.0,12831970.0,70755.36842105263,0.5374677269821548,4.3598722979339755,578.2666262467883
258,2007,76747.0,12852548.0,70755.36842105263,0.16036508813532802,3.428432812689519,597.1345137166576
259,2008,80397.0,12901563.0,70755.36842105263,0.38136406882121054,4.755886223565753,623.1570546917454
260,2009,81254.0,12910409.0,70755.36842105263,0.06856533584340685,1.0659601726432655,629.3681323341499
261,2010,77357.0,12830632.0,70755.36842105263,-0.6179277511657477,-4.796071578014615,602.908726553766
262,2011,82857.0,12869257.0,70755.36842105263,0.30103739239033533,7.109893093062047,643.8367032378015
263,2012,86654.0,12875255.0,70755.36842105263,0.04660719729197016,4.582594107920879,673.0274468350335
264,2013,81059.0,12882135.0,70755.36842105263,0.053435834863080345,-6.456712904193685,629.2357594451541
265,2014,83369.0,12882135.0,70755.36842105263,0.0,2.8497760890215718,647.1675696613954
266,1996,16775.0,5906013.0,26615.105263157893,-54.153461363353195,-79.87861195408365,284.0325613912465
267,1997,16502.0,5955267.0,26615.105263157893,0.8339636231752268,-1.627421758569303,277.09924676760926
268,1998,18170.0,5998880.0,26615.105263157893,0.7323433189477591,10.107865713246888,302.88987277625154
269,1999,18495.0,6044969.0,26615.105263157893,0.7682934147707599,1.7886626307099585,305.9569039973572
270,2000,20939.0,6091950.0,26615.105263157893,0.7771917440767773,13.214382265477154,343.7158873595482
271,2001,22381.0,6126743.0,26615.105263157893,0.5711307545203104,6.8866708056736226,365.3001276534694
272,2002,24557.0,6159068.0,26615.105263157893,0.5276049607434219,9.722532505249992,398.7129221499097
273,2003,23806.0,6195643.0,26615.105263157893,0.5938398471976525,-3.0581911471270873,384.2377619239843
274,2004,25351.0,6237569.0,26615.105263157893,0.6767013528700794,6.48996051415609,406.4243617986431
275,2005,28219.0,6271973.0,26615.105263157893,0.551561032831871,11.313163188828845,449.9222174585254
276,2006,28684.0,6313520.0,26615.105263157893,0.662423132242429,1.6478259328821077,454.3265880206288
277,2007,29556.0,6345289.0,26615.105263157893,0.5031899795993278,3.0400223120903735,465.79438698536813
278,2008,31063.0,6376792.0,26615.105263157893,0.4964785685884543,5.098795506834475,487.1258149865951
279,2009,28725.0,6423113.0,26615.105263157893,0.72639973202826,-7.526639410230818,447.21305697097347
280,2010,29496.0,6483802.0,26615.105263157893,0.9448533756139632,2.6840731070496116,454.918271717736
281,2011,34543.0,6516922.0,26615.105263157893,0.5108114035561329,17.110794684024945,530.0508430206776
282,2012,37067.0,6537334.0,26615.105263157893,0.31321534920933924,7.306834959326047,567.0048371400329
283,2013,35382.0,6570902.0,26615.105263157893,0.5134814895491058,-4.545822429654411,538.4648865559097
284,2014,35976.0,6570902.0,26615.105263157893,0.0,1.678819738850268,547.504741358188
285,1996,5330.0,2880000.0,9492.105263157895,-56.17040095865073,-85.1845674894374,185.06944444444446
286,1997,6221.0,2891119.0,9492.105263157895,0.3860763888888785,16.716697936210135,215.17619994196022
287,1998,6795.0,2902872.0,9492.105263157895,0.40652079696477106,9.226812409580454,234.07852636974695
288,1999,6885.0,2917634.0,9492.105263157895,0.5085308618499207,1.324503311258285,235.97887877643322
289,2000,7390.0,2928742.0,9492.105263157895,0.38071944596203,7.334785766158314,252.326766919039
290,2001,7122.0,2931967.0,9492.105263157895,0.1101155376608709,-3.62652232746955,242.9086002673291
291,2002,7683.0,2936760.0,9492.105263157895,0.1634738726595586,7.877000842459991,261.61484084501285
292,2003,8057.0,2944062.0,9492.105263157895,0.24864135986597535,4.867890147077958,273.6695083187786
293,2004,8210.0,2954451.0,9492.105263157895,0.352879796689054,1.898969839890774,277.8858068724105
294,2005,9005.0,2966334.0,9492.105263157895,0.4022067043927935,9.68331303288672,303.57336699104013
295,2006,10375.0,2982085.0,9492.105263157895,0.5309921269823326,15.213770127706837,347.9109415056915
296,2007,10592.0,2988046.0,9492.105263157895,0.19989369853643524,2.0915662650602407,354.47914791137754
297,2008,11088.0,3002555.0,9492.105263157895,0.4855681605972606,4.682779456193353,369.28549185610257
298,2009,11087.0,3007856.0,9492.105263157895,0.17654963855782135,-0.009018759018764033,368.60142240851957
299,2010,12364.0,3046355.0,9492.105263157895,1.2799482422030772,11.517994047082158,405.86208764244486
300,2011,12645.0,3062309.0,9492.105263157895,0.5237078410099905,2.2727272727272707,412.92371214008773
301,2012,13453.0,3074186.0,9492.105263157895,0.3878445970018074,6.389877421905887,437.6117775567256
302,2013,12531.0,3090416.0,9492.105263157895,0.527944633148425,-6.853489927897128,405.47939177120486
303,2014,13517.0,3090416.0,9492.105263157895,0.0,7.86848615433724,437.38448157141306
304,1996,6519.0,2614554.0,10390.78947368421,-15.39799172668016,-51.77184286454095,249.3350682372596
305,1997,6734.0,2635292.0,10390.78947368421,0.7931754325976925,3.2980518484430066,255.53145533777663
306,1998,8223.0,2660598.0,10390.78947368421,0.9602730930766024,22.11167211167211,309.06585662321027
307,1999,8772.0,2678338.0,10390.78947368421,0.6667673959012133,6.676395476103614,327.5165419749113
308,2000,8857.0,2692557.0,10390.78947368421,0.530888931867457,0.9689922480620172,328.9438255160429
309,2001,8744.0,2702125.0,10390.78947368421,0.355349951737316,-1.2758270294682128,323.5971688948513
310,2002,9548.0,2715884.0,10390.78947368421,0.5091918397557516,9.194876486733762,351.561406893667
311,2003,9921.0,2723508.0,10390.78947368421,0.28071891141152605,3.906577293674074,364.27284223141623
312,2004,10059.0,2735502.0,10390.78947368421,0.4403879114730058,1.3909888116117264,367.7204403433081
313,2005,10043.0,2744687.0,10390.78947368421,0.33577018039101514,-0.15906153693210356,365.90693219299686
314,2006,10066.0,2764075.0,10390.78947368421,0.706382913607273,0.2290152344916807,364.1724627587891
315,2007,10490.0,2775997.0,10390.78947368421,0.43131970008050136,4.212199483409496,377.8822527545959
316,2008,11512.0,2802134.0,10390.78947368421,0.9415355996422292,9.742612011439466,410.8297461862994
317,2009,13047.0,2818747.0,10390.78947368421,0.592869577257904,13.333912439193885,462.8652376392773
318,2010,11704.0,2853118.0,10390.78947368421,1.2193715860274068,-10.293554073733425,410.21787391898965
319,2011,12831.0,2871238.0,10390.78947368421,0.6350946578445038,9.62918660287082,446.88040489851414
320,2012,13387.0,2885905.0,10390.78947368421,0.5108249472875359,4.333255397085178,463.87528348992777
321,2013,13224.0,2893957.0,10390.78947368421,0.27901126336451476,-1.2175991633674443,456.9521938301087
322,2014,13744.0,2893957.0,10390.78947368421,0.0,3.932244404113727,474.9206709014681
323,1996,11189.0,3919535.0,14634.684210526315,35.438605342097354,-18.589930151338763,285.4675363276511
324,1997,10494.0,3952747.0,14634.684210526315,0.8473454121471047,-6.211457681651622,265.48625550787847
325,1998,10360.0,3985390.0,14634.684210526315,0.8258307450489388,-1.2769201448446732,259.9494654224555
326,1999,10828.0,4018053.0,14634.684210526315,0.8195684738507403,4.517374517374528,269.4837524542359
327,2000,11650.0,4048832.0,14634.684210526315,0.7660177702982107,7.591429626893231,287.737303004916
328,2001,12517.0,4068816.0,14634.684210526315,0.49357444319744204,7.442060085836899,307.63249063118116
329,2002,12616.0,4092891.0,14634.684210526315,0.591695471114928,0.790924342893673,308.24177824427767
330,2003,11592.0,4117827.0,14634.684210526315,0.6092515046210556,-8.11667723525682,281.5076981135924
331,2004,9275.0,4145922.0,14634.684210526315,0.6822773273379434,-19.98792270531401,223.71380841221807
332,2005,11338.0,4173405.0,14634.684210526315,0.6628923554278243,22.242587601078156,271.6726509888209
333,2006,12290.0,4206074.0,14634.684210526315,0.7827900718957226,8.39654260010585,292.19647585848463
